issuer_tax_number|purchase_order_number|receiver_tax_number|name|issue_date|due_date|approval_date|payment_conditions|description|det_mnt_neto|det_mnt_iva|det_mnt_total|state|invoice_doc_number|pdf_file_name
21212130|1|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
21212130|2|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
21212130|3|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
21212130|4|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
21212130|5|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
21212130|6|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
21212130|7|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
21212130|8|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
21212130|9|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
21212130|10|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
21212130|11|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
21212130|12|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
21212130|13|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
21212130|14|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
21212130|15|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
21212130|16|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
