issuer_tax_number|purchase_order_number|receiver_tax_number|name|issue_date|due_date|approval_date|payment_conditions|description|det_mnt_neto|det_mnt_iva|det_mnt_total|state|invoice_doc_number|pdf_file_name
202003|1|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|2|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|3|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|4|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|5|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|6|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|7|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|8|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|9|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|10|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|11|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|12|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|13|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|14|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|15|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|16|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|17|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|18|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|19|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|20|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|21|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|22|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|23|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|24|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|25|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|26|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|27|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|28|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|29|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|30|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|31|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|32|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|33|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|34|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|35|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|36|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|37|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|38|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|39|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|40|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|41|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
202003|42|2828|Jhonny Pérez|01/10/2018|30/10/2018|10/10/2018|Cual quier valor no numer 0|oc _ description|23239|123123|30000|AProbardo 2|23232|name.pdf
